NASA MEaSUREs project: Extended Solid Earth Science ESDR System (ESESES)
Station velocities and uncertainties 
Derived from daily displacement time series - combined product (weighted mean)
Uncertainties include the effects of colored noise in daily time series
The north, east and up velocities are assumed to be uncorrelated 
Note: Velocities are given only for stations with a minimum of 2.5 years of data
The reference frame is IGS14 (ITRF2014)
Reference: 
Bock, Y., Moore, A.W., Argus, D. F., Fang, P., Jiang, S., Kedar, S., Knox, S.A. Liu, Z. & Sullivan A. (2021), 
Extended Solid Earth Science ESDR System (ES3): Algorithm Theoretical Basis Document: Chapter 4.2
http://garner.ucsd.edu/pub/measuresESESES_products/ATBD/ESESES-ATBD.pdf (username:anonymous; password: your e-mail address)

Velocity units: mm/yr
Ellipsoid Height units: meters
Lat/Long: decimal degrees

Site Longitude   Latitude   Height      Nvel     Evel     Uvel   Nerr   Eerr   Uerr
pluz 344.5923917 28.14670919   49.391    17.34    17.12    -1.31   0.15   0.18   0.39 
pmar 238.3132531 43.99067315 2347.749    -8.45   -12.19    -0.75   0.08   0.09   0.25 
pmau 204.18230439 19.67719291 2033.167    35.61   -63.17    -0.74   0.08   0.09   0.19 
pmba 40.48383449 -12.96445868   -6.090    16.41    20.85    -1.31   0.69   1.05   2.16 
pmhs 241.84631762 33.90263256  -11.122    16.41   -38.82    -2.05   0.13   0.17   0.46 
pmob 243.14045746 33.35723818 1662.520    16.11   -36.94    -0.62   0.06   0.05   0.13 
pmtn 240.9430736 37.83137204 2401.625     -0.5   -22.12     1.35   0.11    0.1   0.24 
pnb1 291.22773202 44.45172537   32.552     6.54   -14.89     0.88   0.17   0.19   0.45 
pnb5 291.2277303 44.45172594   32.711     6.65   -15.46    -0.41   0.09   0.09   0.24 
pne2 274.17129329 10.19516523   19.475    25.45    17.38    -6.35   0.18   0.15   0.26 
pneg 274.17095023 10.19554891   19.537    20.48     14.0    -6.82   0.43   0.35   0.97 
pngm 147.36601279 -2.04323109  116.344    25.04   -63.65    -1.34   0.14   0.15   0.17 
pnr1 265.27773371 46.86350942  416.239    -1.94    -17.2    -2.32   0.35   0.24   0.69 
pnr5 265.27773223 46.86350933  416.384    -2.78   -16.62    -1.98    0.2   0.13   0.51 
pnui 176.20046103 -39.91677753  787.863     30.1    -6.23    -1.61    0.2   0.52   0.55 
pnvl 239.15348115 44.31292246  873.265    -8.33    -13.2     -1.2   0.07   0.06   0.22 
poal 308.88023523 -30.07404247   76.736    11.78    -2.39     0.21   0.07   0.05   0.14 
pobg 243.07625127 33.68713221  982.229    12.66   -34.05    -0.56    0.1   0.14   0.27 
pohn 158.21011627 6.95994368   90.675    25.82   -69.74    -0.19   0.07   0.06   0.21 
poin 243.88016013 36.57964387  916.631    -8.81   -15.39    -0.36   0.09    0.1    0.3 
pol2 74.6942618 42.67976958 1714.195     4.59    27.67     0.57   0.05   0.04   0.11 
pols 273.18707768 12.64932097  133.251     6.39     5.91    -2.04   0.47   0.47   1.45 
polv 34.54292937 49.60261352  178.367    12.27    22.47     0.28   0.05   0.04   0.18 
pome 242.36829224 46.47994534  551.029   -10.16   -13.58     0.38   0.07   0.09   0.25 
pomm 239.52156831 35.9199093  597.105     16.1   -32.57     1.67   0.08    0.1   0.15 
por2 289.29014911 43.07095754  -14.258     6.33   -15.46     1.99   0.38   0.37   1.22 
por4 289.29047368 43.07101852  -17.536     4.81   -15.61     0.68   0.25   0.19   0.68 
pora 176.63521532 -40.26637738  306.325    24.36   -14.59    -2.05   0.13   0.38   0.25 
pore 13.59504683 45.22601748   66.190    17.84    21.39    -0.58   0.12   0.13   0.34 
port 240.98307147 36.04133595  115.331    -0.83   -23.77    -0.92   0.32   0.26   1.47 
pot3 213.30316716 61.05626014   35.715     1.07   -20.58      5.4   0.25   0.19   0.57 
pot5 213.30316334 61.05626057   35.959     2.47   -23.17     8.03   0.38   0.19   0.41 
potb 238.06461543 38.20262576   29.542    -2.46   -22.38     0.69   0.15   0.24    0.5 
potr 243.40913845 32.61841103  730.272     18.1   -39.11    -1.32   0.05   0.05   0.13 
pots 13.0660884 52.37929596  144.414    15.25    19.23     0.02   0.03   0.03   0.14 
poum 164.02377549 -20.23165138   72.266    49.02     23.4    -1.24   0.17   0.25   0.57 
pove 296.10368005 -8.70933574  119.583    12.17    -3.33     0.51   0.11   0.07   0.29 
poze 17.6754649 45.33282313  212.499    15.89    23.12    -0.13   0.09   0.09   0.35 
ppbf 242.81791447 33.8357253  428.087    13.11   -33.66    -0.08   0.04   0.04   0.12 
pper 291.53055552 48.51684051  -21.084     6.21   -16.33     2.89   0.09   0.08   0.23 
ppnj 99.60368753 -1.99398155   34.463    22.87    29.57   -10.15   0.25    0.2   0.38 
pppc 118.74023438 9.77293231   66.517    -11.5    28.03     2.11   1.39   0.47   1.04 
ppt1 237.61005235 37.1870832    7.830    24.08   -39.88    -0.71   0.11   0.21   0.34 
ppt5 237.6100477 37.18708552    7.988    24.19   -39.32    -1.11   0.09    0.1   0.21 
ppte 308.59146588 -22.11990404  431.019    12.22    -3.29     0.91    0.1   0.09    0.3 
prat 11.09912553 43.88556158  119.966    17.39    21.44     0.08   0.04   0.05   0.14 
prco 262.48075204 34.97986608  305.112    -3.42   -13.82     0.68   0.09    0.1   0.27 
prds 245.70650474 50.8713525 1247.952   -10.19   -14.56     0.32   0.05   0.05   0.14 
prdy 237.39053936 47.39136265   82.529    -8.08    -9.41    -1.14   0.06   0.09   0.19 
pre1 28.22403708 -25.74634636 1416.316    18.58    18.06    -0.25   0.12    0.1   0.28 
pre2 28.22403826 -25.74634524 1416.314    18.41    18.24     -0.3   0.52   0.27   0.54 
prie 5.37271013 43.27676078  186.331    16.13    20.15    -0.47   0.07   0.05   0.19 
prkb 100.39961354 -2.96659343   21.225    33.47    35.28   -10.48   0.23   0.41   0.75 
prpt 294.66065022 -66.00671642   17.629     10.1    14.73     0.66   0.16   0.14   0.56 
prsr 240.20916315 46.21567687  197.642    -8.99   -13.05    -0.74   0.07   0.07   0.22 
prtu 177.69787863 -38.8141933  634.672    20.71     0.19     0.94   0.15   0.41   0.25 
psap 243.50600988 33.81923611   86.730     6.68   -25.78    -0.98   0.05   0.06   0.18 
psc1 285.75038967 44.43448537  474.033     4.27   -15.99     1.45   0.09   0.09   0.35 
psdm 242.19291198 34.09176391  278.377    12.31   -36.17    -0.77   0.04   0.05   0.13 
pski 100.35340353 -1.12468088   47.655    12.62    25.24     1.27   0.26   0.21   0.34 
psmk 97.86090553 -0.08931456    8.641    22.53    24.32    -6.78   0.24   0.24   0.39 
pspt 237.51049411 42.75484475  773.287    -5.65   -14.68     -0.8   0.07   0.09   0.23 
pstx 244.16456807 31.31312027  902.117    20.92   -42.72    -0.38   0.11   0.12   0.28 
psu1 282.15020032 40.8069001  311.220     3.86   -15.28    -1.09   0.05   0.04   0.16 
ptaa 236.50563885 48.11682931   66.837    -7.42    -6.78     1.26   0.14   0.15   0.34 
ptag 121.04076607 14.53544157   86.643     5.01   -25.13     1.78   0.14   0.26   0.28 
ptal 235.13904459 49.25632948   92.746    -7.99    -6.82     3.18   0.05   0.06   0.13 
ptax 244.54366516 32.37748624 1060.374    16.52   -31.12     0.19   0.15   0.17   0.42 
ptbb 10.45974499 52.29618871  130.244    15.72    18.93     0.21   0.03   0.03   0.16 
ptex 243.47876514 32.28845181  340.593    18.54   -40.88    -1.61   0.07   0.09   0.18 
ptgg 121.04126546 14.53540227   84.879     4.03   -25.35     1.61   0.26   0.32   0.25 
ptgv 270.30031782 36.41347128   58.020    -0.12   -14.19    -1.15   0.04   0.04   0.16 
pthl 118.67885821 -20.53974779   40.993    58.59     38.4    -0.18   0.07   0.06   0.25 
ptld 141.61347247 -38.34439635    0.864    57.32    21.01    -0.26   0.08   0.09   0.29 
ptlo 98.28003649 -0.05459673   15.894    23.51     25.8     1.62   0.16   0.16   0.33 
ptoi 175.99926711 -40.60105961  511.591    28.26   -22.72    -3.24   0.13   0.26   0.27 
ptpa 277.85563432 8.93801109  283.531    10.97    18.83    -0.95   0.43   0.32    1.7 
ptpp 277.12096052 8.20433723   54.187    22.43    31.81     4.16   0.39   0.57   0.54 
ptrb 236.98128441 37.99617312  145.723    24.35   -37.85    -0.92   0.05   0.07   0.13 
ptrf 235.58694102 48.54426845  172.832    -6.67    -5.19     1.98    0.1   0.12   0.26 
ptro 238.05583243 38.20949499   28.043    -2.62    -23.9    -1.13   0.15   0.13   0.29 
ptsg 235.74480119 41.78274115  -10.217     -0.3    -9.73     1.58   0.03   0.05   0.11 
ptvl 168.31502442 -17.74943263   86.458     6.53   -57.45     1.77   0.17   0.29   0.49 
pub1 255.6544856 38.28683716 1414.118    -5.76   -14.73    -2.61   0.17   0.18   1.42 
pub5 255.65448468 38.28683684 1414.449    -6.58   -13.69    -1.07    0.1   0.11   0.32 
puc1 249.19128519 39.59919075 1692.499    -8.22   -14.16     0.82   0.08   0.09   0.26 
puka 204.52101996 19.50643801 3026.259    34.38   -57.72    -0.36    0.2   0.26   0.21 
puke 178.25735978 -38.07141425  468.042    19.42     6.93     1.05   0.06   0.09   0.16 
pulk 30.32778598 59.77183967  101.164     11.9    21.39     1.15   0.21   0.16   0.77 
pumo 275.03328658 10.06449816   17.946    20.44    15.33     0.86   0.12   0.14   0.36 
pupu 237.99192026 47.49955969  542.427    -8.51   -10.68    -0.28   0.13   0.13   0.33 
pur2 292.9331632 18.46319116   88.958    12.34     7.92     0.02   0.46   0.49   1.52 
pur3 292.933042 18.46297567   89.548    13.13     8.49    -0.15   0.13   0.14   0.43 
pur5 292.93304283 18.46297679   89.722    13.98     8.22    -1.24   0.17   0.12    0.4 
pur6 292.93316411 18.46319238   89.123    13.98     8.32    -0.93   0.17   0.13   0.57 
pve3 241.5957477 33.74329511   71.049    19.02   -39.65    -0.55   0.04   0.05   0.11 
pvep 241.59575835 33.74328763   69.346    20.19   -40.48     2.97   0.18   0.21   0.63 
pvhs 241.62783924 33.7794524  259.597    18.87   -39.33    -0.44   0.05   0.05   0.15 
pvrs 241.67941554 33.77386117   59.828    18.71    -39.4    -0.23   0.04   0.05   0.14 
pwel 280.78033488 43.2367317   43.842      2.8   -16.03    -0.88   0.05   0.05   0.16 
pwro 290.78939775 -38.42307139  491.647    11.78     1.32    -0.77   0.15   0.21   0.35 
pygr 166.68073317 -46.16617399  253.204    34.18   -25.29     2.48   0.18   0.16    0.5 
pzcg 247.67404363 44.33810328 2000.109   -10.35   -16.09    -0.23   0.13   0.12   0.41 
qaar 307.31162806 70.74040524   52.992    12.08   -19.22     7.26   0.07   0.06   0.28 
qaq1 313.95223791 60.71526312  110.419    13.63    -16.6     3.98   0.04   0.04   0.15 
qcy2 238.86265359 36.16106496  101.434    22.77   -39.93     0.43   0.06   0.06   0.16 
qhtp 241.75518894 34.62867998  863.038     8.31   -28.79    -0.25   0.05   0.05   0.15 
qiki 295.96633465 67.55933914   13.259     8.42   -18.66     4.07   0.13   0.17   0.23 
qmar 239.03443511 47.77510043  812.111    -9.88   -11.56     0.87    0.1   0.08   0.44 
qsec 274.64272754 9.84038143   17.445    29.63    16.31     -8.8   0.41   0.36   0.38 
quad 234.66916918 50.13249489   -7.461    -9.19    -9.73     4.37   0.06   0.05   0.18 
quar 169.81581883 -43.5316798   58.021    41.73    -8.48     0.96   0.04   0.07   0.18 
quem 281.50265044 -0.23705134 3054.672    11.05      7.1    -1.37   0.09   0.13   0.29 
qui1 281.5063918 -0.21515735 2922.547    10.44     7.23    -1.61   0.17   0.27   0.56 
qui2 281.50639197 -0.21515709 2922.544    10.74     8.02    -2.38   0.25   0.33   0.83 
quin 239.0555751 39.97455469 1105.788    -4.52   -21.18    -0.75   0.05   0.06    0.2 
r301 252.40905186 38.65659959 2024.151    -7.05   -13.85    -0.99   0.09    0.1   0.25 
raap 243.08275342 33.04223483  395.020    17.07   -38.54    -1.13   0.04   0.05   0.14 
rabt 353.14570983 33.99810286   90.093    18.05    16.41    -0.52   0.04   0.04    0.2 
radf 204.56863601 19.58398369 2414.027    35.45   -63.05    -1.46   0.15   0.24    0.2 
raeg 334.87363492 36.98567565  302.900    15.35    12.61    -0.88   0.22   0.15   0.87 
ragg 243.84854224 34.68313971  729.916    -7.66   -16.25     0.35   0.18   0.13   0.53 
rahi 177.08605294 -38.91617915  467.095    22.66     2.81     -0.2   0.08   0.14   0.24 
rail 244.33515991 38.28043197 1575.263    -9.24   -16.07    -0.66   0.08    0.1   0.27 
rakw 176.62116119 -39.74720187  334.845    27.84    -6.24    -5.26   0.16   0.52    0.4 
ralr 281.3612712 35.78691077  141.643     3.78   -14.06     -0.6   0.08   0.17   0.31 
ramg 178.04711257 -84.33842537 1062.327   -10.38     9.16     1.04   0.07   0.08   0.38 
ramo 34.7631378 30.59760437  886.824    19.49    23.61     0.79   0.04   0.04   0.11 
ramt 242.31665166 35.33871424 1406.606     1.68   -19.79    -1.34   0.04   0.05   0.11 
rapt 240.55129514 36.6649225   89.018    -0.81   -22.61     -0.9   0.13   0.11   0.39 
raul 182.07104979 -29.24466544   92.319    19.81    -5.59    -6.11   0.17   0.29   0.46 
raum 177.67752531 -37.96500259 1141.002    22.36     3.48     0.05   0.09   0.21   0.26 
rawi 177.41539868 -38.49555596  931.669     22.4     2.65     0.07   0.11   0.15   0.22 
rbay 32.07838375 -28.7955471   31.755     17.8    16.02    -0.07   0.07    0.1   0.22 
rbru 240.1713337 36.75912612   59.444    -1.16   -22.27    -7.53   0.15   0.16   0.75 
rbut 248.19124091 40.78106369 1667.750    -8.26   -14.88    -0.09   0.05   0.05   0.18 
rca2 240.28000686 34.4999797 1179.199    18.18   -41.59     0.82   0.06   0.05   0.12 
rchy 297.84679018 16.70390338  313.068    13.85     11.7     5.78   0.15   0.19   0.48 
rcm5 279.61606938 25.61377932  -15.601     3.46    -10.8     3.75   0.51   0.63   1.75 
rcmn 36.89348089 -1.22083001 1592.003    17.24    26.72    -3.68   0.15   0.14   0.48 
rcsc 242.41352277 33.44414361  160.965    19.42   -37.77    -0.19   0.24    0.2   0.49 
rdjh 207.19475938 60.59076396 1422.390   -29.91    -5.75    11.44   0.16   0.21   0.44 
rdl2 236.63778147 42.95445898  198.763    -4.39    -13.1     1.06   0.18   0.17   0.99 
rdlv 175.40434891 -41.18691928  110.587    29.49   -30.17    -3.11   0.07   0.08   0.25 
rdmt 243.37531531 34.64394059 1782.992    -1.41   -21.45    -0.15   0.03   0.05   0.11 
rdom 241.10205913 37.6770683 2417.386    -2.52   -19.33     4.61   0.08   0.17   0.78 
rdsd 290.08867667 18.46139771   -9.204     8.23     7.29    -0.16   0.11    0.1   0.21 
rdso 207.25507219 60.45358011 1558.943   -29.02    -6.09    10.46   0.15   0.19   0.38 
rdwb 207.15636474 60.48680647 1647.013   -29.29    -5.79     10.6   0.14   0.24   0.37 
recf 325.04848333 -8.05096281   20.132    12.56     -4.4    -2.28   0.12   0.11   0.36 
red1 284.43001865 39.56145163  -27.063     3.81   -14.42     -1.7   0.16   0.13   0.49 
red2 284.43004703 39.56168499  -27.381     2.45   -14.43     0.01    0.3   0.26   1.01 
red5 284.43001735 39.56145199  -26.897     4.17   -14.79    -2.46   0.12   0.13    0.4 
red6 284.43004565 39.56168521  -27.206     3.25   -14.13    -3.13   0.12   0.12   0.48 
redc 207.22558737 60.41943728 1073.188   -29.63    -6.19    10.29   0.13   0.19   0.32 
redm 238.85212011 44.25976786  919.860    -8.37   -13.27    -1.35   0.04   0.05   0.13 
redu 5.14488237 50.00150185  369.918    15.82    18.43     0.47   0.06   0.06   0.18 
redz 17.11752988 54.47238051  108.265    15.11    19.18      0.8   0.22   0.22   0.71 
reed 235.89220181 43.70100704  -14.143    -2.68    -8.25     -1.3   0.07   0.11   0.22 
regi 16.15991098 39.45347043  387.956    18.32    23.24    -0.74   0.26    0.7   1.46 
rela 243.44571169 36.71537888  839.227    -8.53    -15.7    -0.05   0.08   0.12   0.29 
rep2 243.53167719 36.84044316 1479.062    -8.61   -15.54    -0.71   0.21   0.18   0.51 
rep3 243.53185976 36.84126983 1478.110    -8.59   -15.58    -0.29   0.21   0.17   0.52 
rep4 243.5338995 36.84914476 1455.314    -8.63   -15.38    -0.45   0.21   0.19   0.54 
repo 243.53165878 36.84035341 1479.457    -8.83   -15.65    -0.43   0.06   0.07   0.18 
reso 265.10631083 74.69082057   19.939    -4.93   -20.47     5.61   0.14   0.13   0.21 
reun 55.57171904 -21.20822635 1558.382    11.65    16.98    -1.06   0.05   0.07   0.19 
reyk 338.04451623 64.13878249   93.043    19.66    -11.2     0.15   0.06   0.14   0.16 
reyz 338.0445255 64.13879227   93.050    19.35   -10.38    -1.81   0.13   0.16   0.36 
rg01 251.95618782 34.66707273 2157.553    -6.63   -13.69    -1.75    0.1   0.09   0.27 
rg02 252.77352817 34.6317693 1840.358    -6.52   -13.51    -0.34   0.09   0.12   0.27 
rg03 254.84583623 33.65469191 1572.604    -5.28   -13.26    -0.64   0.08   0.07    0.2 
rg04 254.35584424 34.82442977 2101.123    -5.83   -13.51    -0.56    0.1   0.11   0.28 
rg05 251.64362186 32.55252647 1802.291    -6.62   -12.87    -0.38   0.05   0.07   0.15 
rg06 252.13521252 32.63489795 1633.199    -6.48   -12.95     0.11   0.05   0.07   0.14 
rg07 253.15668593 32.49649398 1400.677     -6.0   -12.65    -0.19   0.06   0.07   0.19 
rg08 255.00593753 32.72835283 1488.634    -6.04   -13.89     0.85   0.32   0.43   0.43 
rg09 252.94411689 36.30461503 2186.803    -6.73   -14.09    -0.54   0.07   0.07    0.2 
rg10 253.46144421 36.45122487 2218.006    -6.43    -14.1    -0.77   0.07   0.07   0.24 
rg11 254.22089926 36.52316622 2211.228    -6.03   -14.08    -0.67   0.05   0.05   0.16 
rg12 255.03165801 36.45860939 2139.444    -5.77   -14.08    -0.65   0.07   0.09   0.23 
rg13 255.78851104 36.49125869 2039.553    -6.17   -14.42    -0.56   0.12   0.06    0.2 
rg14 252.02653626 39.95583944 2034.525    -7.23   -14.46    -0.82   0.09   0.15   0.29 
rg16 253.6514912 39.88435762 2597.678    -6.61   -14.57    -0.41   0.06   0.06   0.16 
rg18 253.59944476 39.06502981 2815.442    -6.57   -14.45    -0.73   0.09   0.09   0.31 
rg19 254.44797662 39.19008851 2703.729    -6.26    -14.5    -0.37   0.09   0.09   0.36 
rg21 252.89080521 37.76784735 2763.898    -6.78   -14.32     -0.5   0.05   0.05   0.17 
rg22 253.65832621 37.79403968 2507.156    -6.38    -14.3    -0.34   0.05   0.05   0.17 
rg23 254.50148576 37.7438728 2621.228    -5.88   -14.24    -0.45   0.06   0.05   0.21 
rg24 255.03323388 37.96352496 2211.911    -5.86   -14.38    -0.63   0.08   0.09   0.22 
rg25 251.76861759 33.98552036 2308.515    -6.84   -13.35    -0.54   0.09   0.12   0.31 
rg26 253.21126834 39.90952158 2055.567    -6.74   -14.42    -1.05   0.19   0.22   0.72 
rgao 290.62021737 -34.24556084 2341.511    14.04    -0.77     -0.8   0.25   0.26   0.76 
rgar 176.34303294 -38.56204358  410.322    32.46      2.4     -3.2   0.14   0.08   0.22 
rgaw 176.8961646 -38.00319707  104.793    27.34      5.0    -0.37   0.12   0.14   0.26 
rgdg 292.24847218 -53.78583833   32.374    12.33     3.61     0.77   0.12    0.1   0.27 
rghd 176.36592453 -38.09365881  515.495    34.69     3.69    -4.56    0.1   0.18   0.42 
rghl 176.35228736 -38.25193647  691.101    33.34     2.69   -14.42   0.09   0.17   0.52 
rghr 176.2879672 -38.38578298  643.577    34.91     1.96    -9.99   0.11   0.14   0.28 
rgka 176.24405385 -38.02006923  497.276    36.42      3.3    -0.71   0.07   0.09   0.24 
rgkw 176.77281238 -38.0525305  101.083    27.92     1.41    -1.65   0.16   0.11   0.27 
rgli 176.38572418 -38.00327745  386.926    34.86     3.24    -1.84   0.07   0.09   0.26 
rgmk 176.46711326 -38.13833966  955.527    28.46     3.17    -16.9   0.09   0.11   0.26 
rgmt 176.72473104 -37.91544812  399.627    33.95     3.68     2.36   0.21   0.12   0.48 
rgon 176.23225041 -38.2565921  595.263    34.16     7.17   -11.57   0.13   0.25   0.55 
rgop 176.55625849 -37.8458814  259.044    36.33      2.3     2.11   0.08   0.13   0.23 
rgre 176.52119739 -38.05725747  553.459    32.63     2.05    -3.06   0.15   0.15   0.25 
rgrr 176.51461618 -38.33889294  552.730    32.46     2.14    -3.57   0.11   0.08   0.28 
rgta 176.50610012 -38.23377008 1063.374    33.23     0.21   -12.92   0.13   0.11   0.31 
rgtg 212.29395622 -14.94582921    6.985     32.8   -67.57    -2.29   0.24   0.21   0.56 
rgut 176.19416746 -38.17664708  560.190    34.77     6.18    -4.45    0.1   0.16   0.29 
rgwc 177.19247643 -37.52433878   36.790    29.55     9.67    -0.71   0.21   0.39   0.37 
rgwi 177.17777362 -37.51807559  292.373    28.95    11.18    -5.63   0.35   0.46   0.47 
rgwv 176.21085299 -38.35256841  489.549    34.93     3.68   -12.68   0.11   0.11   0.52 
rhcg 241.98664791 34.00090322  338.713    13.65   -37.51    -1.27   0.22   0.11   0.27 
rhcl 241.97383362 34.01904955  176.879    14.19    -37.6    -0.31   0.05   0.06    0.1 
riba 25.34356318 36.45498092   41.938   -12.88     3.65     5.24   1.29   1.93   1.54 
riga 24.05877178 56.94861898   34.714    13.42    20.38     1.03   0.04   0.04   0.17 
rink 309.00603886 71.84849952 1337.815    13.53   -16.75     7.97   0.16   0.09   0.44 
rio2 292.24888207 -53.78547175   32.032    11.81     4.06     1.07   0.06   0.08   0.14 
riob 292.19718813 -9.96545816  172.611    11.13     -1.8     0.53   0.09   0.17    0.3 
riog 292.24888165 -53.78547265   32.029    12.12     3.94     1.82   0.17   0.18   0.45 
riop 281.34889304 -1.65059615 2817.179     8.86     0.94    -0.38   0.13   0.11   0.15 
ripa 176.49251208 -39.16552272  734.045    28.01     1.68    -0.22   0.12    0.1   0.18 
ris1 269.77438129 42.01228036  216.283     0.29   -15.47    -1.13   0.27   0.17   0.55 
ris5 269.7743794 42.01228035  216.427    -0.58    -15.2    -4.82   0.28   0.27   0.66 
rkd1 240.58697112 48.96435119  313.186   -10.29   -13.03     0.33   0.06   0.08   0.31 
rkmg 242.39057095  33.674126  377.588    15.47   -37.56    -0.02    0.7   0.58    0.4 
rlap 270.65455857 36.47423439   58.391     0.04   -14.19    -0.56   0.06   0.06    0.2 
rmbo 293.6061185 -83.87323989  777.215    10.52     7.68     0.95   0.11   0.09   0.38 
rmls 289.31327618 -39.72260346  852.325    14.76    -5.27     2.54    1.1   1.16   0.99 
rmrk 239.20768865 46.74947191  477.376     -9.1   -11.77    -0.43   0.08   0.06   0.23 
rmvj 242.4446781 33.48581091  136.391    17.27   -38.11    -1.53   0.06   0.07   0.25 
rnch 239.47517704 35.89999296  838.803    19.37   -35.59     0.88   0.07   0.13   0.17 
rno1 240.11418449 39.53790748 1530.633    -6.38   -20.15     0.71   0.08   0.11   0.28 
roa0 273.47315719 16.31815248   10.019     8.73     9.12    -1.22    0.1   0.12   0.43 
roag 353.79372537 36.46335133   83.200    16.75    16.75     0.08   0.13   0.12    0.4 
roap 353.79373598 36.46426811   73.669    17.33     16.5    -0.08   0.08   0.08    0.3 
rob4 163.19010808 -77.03443882  -41.622   -11.71     9.09     0.61   0.04   0.05   0.16 
robe 40.0261084 7.11340416 2458.173    14.19    28.49     6.69   0.56    0.9   1.36 
robn 300.55536718 -65.24650018   57.885     8.58    16.33      5.9   0.14   0.22   0.32 
roch 243.39023727 33.61102866 1393.911      9.4   -30.36    -1.17   0.13   0.18   0.42 
rock 241.32357444 34.23567236  553.372    17.76   -37.95     0.22   0.04   0.05    0.1 
rocp 237.93705364 37.8164172  582.024     5.41   -26.88    -0.65   0.11   0.17   0.23 
roge 242.9145302 36.21787796 3016.465    -5.98   -16.76    -0.46    0.1   0.16    0.4 
ross 272.48040213 48.83372955  149.770    -1.51   -18.66     2.87   0.13   0.27   0.22 
roth 291.87422443 -67.57138835   39.702     9.71    14.89     2.93   0.12   0.15   0.41 
rove 11.04210199 45.8935055  261.681    16.66    20.55     1.11   0.07   0.05   0.23 
roxy 245.33602194 36.83963862  574.543     -8.8   -14.76    -1.38   0.09    0.1   0.27 
rpt1 237.62523498 47.38750716   -9.865    -8.18   -10.21    -0.87    0.1   0.14   0.32 
rpt5 237.62523329 47.38750634   -9.783    -8.02    -9.33    -1.77   0.09   0.15    0.3 
rpub 241.26588164 48.6493506  797.649    -10.3   -13.57     -0.3   0.14   0.09   0.41 
rsbg 236.64061412 43.2350174  135.230    -4.75   -12.39    -0.71    0.1    0.1   0.32 
rstp 241.80707675 34.87508033  712.727     5.05   -23.26    -0.39   0.03   0.05   0.12 
rsvy 240.81556883 34.54147536  987.391    12.75   -38.58     1.06   0.08   0.05   0.17 
rths 242.64666934 34.08914926  328.678    11.42   -31.85    -1.25   0.04   0.05   0.13 
rts2 255.97671405 30.68026379 1885.698    -7.27    -12.9    -2.01   0.35   0.55   1.51 
ruby 244.8771674 40.61721107 1881.753    -9.52   -16.73    -0.53   0.04   0.04   0.11 
rump 244.13154108 36.25690704 1406.138    -8.75   -15.32    -0.05   0.21   0.16   0.44 
rund 19.77625176 -17.9104924 1120.102    19.35    20.25      2.0   0.21   0.22    0.8 
rung 245.02196617 32.97231122  119.663    -7.66   -14.14    -0.15   0.09   0.09   0.26 
rwdn 259.34651978 40.08670103  775.028     -4.0   -15.13     0.02   0.12   0.17   0.52 
rwsn 294.89275177 -43.29888129   27.379     11.1    -1.58     0.83    0.1   0.08   0.23 
rya1 243.7379877 48.21751813  648.477   -10.08   -13.78    -3.26    0.1   0.09   1.23 
ryan 243.34992386 36.31628433 1286.179    -8.04   -15.69    -0.41   0.05   0.06   0.16 
rymd 236.26958783 46.68412981  -10.445    -4.56    -5.79    -0.13   0.07    0.1    0.2 
s300 238.44173402 37.66650751  495.745    -1.86    -23.3     0.29   0.05   0.06   0.15 
sa24 250.31178321 31.36833439 1235.261    -4.35   -12.41      0.7    0.6   0.43   0.39 
sa31 248.04793554 33.44652281  354.188    -7.95   -13.22    -0.44   0.09   0.12   0.25 
sa39 130.89157398 -12.42459118   84.921    60.95    34.54     1.68   0.39   0.47   1.13 
sa40 166.91603782 -0.52061683   50.031    29.51   -66.75    -4.24    0.5   0.51   1.65 
sa48 248.13902028 31.91810117  709.579     -8.7   -12.61    -1.19   0.15   0.25   0.26 
sa58 286.06235926 45.42415529   24.384     4.51   -16.01     1.83   0.08   0.13   0.24 
sa60 254.7246111 39.97815426 1871.123    -7.02   -14.59     0.21   0.47   0.37   0.92 
sa62 254.85241669 40.58777468 1595.475    -4.98   -14.38    -0.42   0.35   0.32   0.73 
sa63 245.50427491 32.68890277   45.599    -7.02   -17.14    -3.07   0.14   0.19    0.5 
sach 234.75014256 71.99032581   69.258   -14.03    -17.2      0.2    0.8   0.94   1.59 
sacy 242.10442575 33.7432438  -11.243    16.45    -38.3    -1.71   0.12   0.11   0.53 
sag1 276.16223429 43.62864435  149.231     0.36   -17.81    -2.53   0.14   0.14   0.33 
sag2 276.16225103 43.62837135  149.193     0.06   -15.93    -3.57   0.31   0.25   1.02 
sag5 276.16223145 43.62864435  149.359     0.76   -16.72    -3.75   0.17   0.13   0.58 
sag6 276.1622487 43.62837218  149.307     0.76   -15.82    -3.67   0.18   0.13   0.59 
saga 292.94221877 -0.1438536   94.886    11.42     -4.0     1.19   0.09    0.1   0.44 
saju 274.28944649 10.06712583   73.404    34.25    21.64   -10.08   0.15   0.16   0.26 
sal1 265.18340672 35.3670787  129.521    -4.32   -13.61     1.32   0.17   0.22   0.41 
sal5 265.18340516 35.36707837  129.704    -2.66   -14.04    -0.79    0.2   0.16   0.42 
saln 273.143947 12.61768447  535.263     8.61     5.25    -3.33   0.67   0.61   2.08 
